trace,level,rho_target,k,metric,policy,wait,gain,gain_lo,gain_hi,red_pct,red_lo,red_hi
primary,2,1.0,4.0,p99dl,HYB-G1200,83.09977269597388,0.8279108031870681,0.7986296560182221,0.8553022630581808,69.56251524038862,65.04627017162542,72.56708244623584
primary,2,1.0,4.0,p99dl,SKIP-G1200,273.06262844104424,0.001784458739037644,-0.008741336896900017,0.013149874170818886,0.15095858847303334,-0.7305314411852191,1.088564834989665
primary,2,1.0,4.0,p99dl,SPJF-reversed,557.4412513978783,-1.2348715953420173,-1.3834923472708578,-1.050980588552114,-103.74753671588985,-112.3814416623434,-88.72363983315293
primary,2,1.0,4.0,p99dl,CAP-G600-reversed,546.4787003327924,-1.1870525578016466,-1.2726253471508826,-0.9614085165557934,-99.73357115095361,-103.82465056904155,-82.9205064456715
primary,2,1.0,4.0,p99dl,SPJF-random,194.77525845617157,0.3409549021161411,0.26433948813578495,0.41632148724511897,28.66898447262803,21.792184323339967,35.017580897449456
primary,2,1.0,4.0,p99dl,CAP-G600-random,261.9325761514929,0.048673690209913155,-0.028506463679734043,0.15162244515943465,4.1135617301211616,-2.394668715720084,12.522043946981073
primary,2,1.0,4.0,p99dl,SPJF-top1short,523.5181866878677,-1.0881796156284766,-1.1967685329595832,-0.9414604636126662,-91.4141806666545,-97.8504881494551,-79.90103712798519
primary,2,1.0,4.0,p99dl,CAP-G600-top1short,543.6157777413753,-1.1746141564726282,-1.2490202849400203,-0.9488894063582,-98.69025660751647,-102.74382402140135,-81.63714883355881
primary,2,1.0,4.0,mean,FCFS,10.270035976595123,0.0,0.0,0.0,0.0,0.0,0.0
primary,2,1.0,4.0,mean,SJF-ref,1.6955368990464774,1.0,1.0,1.0,83.47508289861631,79.58872064465254,85.4990831566308
primary,2,1.0,4.0,mean,SPJF-M4,2.351909288475506,0.9232748172687524,0.9011937910314922,0.9348212208209656,77.07340400116985,72.02197555875706,79.85501674236424
primary,2,1.0,4.0,mean,SPJF-M4refit,2.351996571012399,0.9232754975567268,0.9009570825408684,0.934829773048789,77.0732601518908,71.98146324410715,79.86182620582102
primary,2,1.0,4.0,mean,SPJF-tweedie,2.2915314740908803,0.9303628356882605,0.9092259879484084,0.9414396681518162,77.66426515147289,72.61983190390707,80.3989520915169
primary,2,1.0,4.0,mean,SPJF-tweedie_itr,2.298314796447146,0.9295790072583621,0.9082478496014368,0.9406341680236021,77.59880216623641,72.555724047532,80.32312396555682
primary,2,1.0,4.0,mean,SPJF-r1s,2.3020315789675223,0.9291346711320468,0.9103560511583614,0.9394393612766216,77.56177485556908,72.73361129581319,80.20305760816622
primary,2,1.0,4.0,mean,FIX-G300,5.529451193507176,0.5533841575481676,0.5143476713628085,0.6098256611509066,46.18540745911094,43.689642766249364,49.19319746743455
primary,2,1.0,4.0,mean,FIXSEL-G300,6.399315292027122,0.45190481307411084,0.41231750154951696,0.5094773849806895,37.7148316458962,35.00787634068603,41.01323950649491
primary,2,1.0,4.0,mean,CAP-G300,5.578055778316848,0.5477064610289897,0.5108766080818702,0.6020263788114623,45.71120969863995,43.35417005118679,48.58588874505501
primary,2,1.0,4.0,mean,HYB-G300,5.549178226043745,0.5510673247104966,0.5117218419324476,0.6073558392805397,45.992075370477906,43.52763131155574,48.99498477635665
primary,2,1.0,4.0,mean,SKIP-G300,10.044839641913063,0.02631314890129314,0.0216710192897806,0.03413100911734448,2.195766346620582,1.8483272887368516,2.7280222286550924
primary,2,1.0,4.0,mean,FIX-G600,3.8666299991375084,0.7470397729719047,0.7229413777818141,0.7848309880975252,62.354560644783476,60.5280095803466,63.88435234185693
primary,2,1.0,4.0,mean,FIXSEL-G600,4.7474190823447815,0.6443531753222754,0.6132210096378724,0.6915762845521304,53.782130057090285,51.93329267770605,55.9410125324915
primary,2,1.0,4.0,mean,CAP-G600,3.8399183222502105,0.7500800463362653,0.727860104006795,0.786491525340554,62.61003655322211,60.782484699395305,64.04587393619347
primary,2,1.0,4.0,mean,HYB-G600,3.869221276563708,0.7466697533176408,0.7262339055801112,0.7801233236617053,62.324785991071636,60.4949510667091,63.59467024655913
primary,2,1.0,4.0,mean,SKIP-G600,9.778923792947472,0.057391701542975224,0.04794616865850969,0.07321594317965839,4.789069191114839,4.079403011312683,5.838720059055825
primary,2,1.0,4.0,mean,FIX-G1200,3.0545256863180343,0.8414197962077123,0.8280152628332221,0.8589597561579113,70.23863348204324,67.22644739383041,71.8030707153755
primary,2,1.0,4.0,mean,FIXSEL-G1200,3.699378968293974,0.766546060742394,0.7438127652473626,0.801934976977716,63.98337238540766,62.00477888124821,65.47167925969141
primary,2,1.0,4.0,mean,CAP-G1200,2.9495863347381754,0.8536476667662709,0.841409481921363,0.8691825331093749,71.25927935822374,68.10365218525597,72.89553992594966
primary,2,1.0,4.0,mean,HYB-G1200,3.139815536344824,0.8315940602059962,0.8200863075111574,0.8450817167203003,69.41733269140177,66.21905946187849,70.95905030942615
primary,2,1.0,4.0,mean,SKIP-G1200,9.354048074478886,0.10704241300226106,0.09073774761457865,0.13404463177567252,8.932185921027804,7.700836670489311,10.677528807288734
