trace,rep,level,k,rho_busy,G,guard,policy,B0,B0_base,eta,Bmax,gap,red_pct,harm,feasible_level,w_p99_dl,w_mean,max_excess,max_heavy,qw_forced_frac,used_over_allowed,guar_excess_max,bound_viol
valid,0,2,4,0.9181579021726632,600.0,cap,CAP-G600-B600-e0.5,600.0,600.0,0.5,1800.0,0.7540634950965338,61.38384680182094,333.058796569705,False,95.99083442449567,3.1030490389346164,514.0128265321255,1628.1171781122684,0.0276311674924018,0.8566880442202092,600.0,0
valid,0,0,7,0.524661658384379,600.0,cap,CAP-G600-B600-e0.75,1050.0,600.0,0.75,3060.0,0.7569608970384594,42.4843319542832,213.3007097542286,True,26.923274428844373,0.5362071781276183,492.018390968442,788.1170456707478,0.0029039904030087,0.82003065161407,600.0,0
valid,0,1,5,0.7345263217381305,600.0,cap,CAP-G600-B600-e0.75,750.0,600.0,0.75,2220.0,0.8383663964029217,59.720305647433975,441.2418593466282,False,52.61621197849512,1.5767904362441183,507.1102857142687,1294.234606102109,0.009321648948609,0.8451838095237811,600.0,0
valid,0,2,4,0.9181579021726632,600.0,cap,CAP-G600-B600-e0.75,600.0,600.0,0.75,1800.0,0.75209698609826,61.22376494151422,490.5263593941927,False,96.38876094162458,3.1446409585855557,514.0292285680771,1627.816483721137,0.0261564878231507,0.8567153809467951,600.0,0
valid,0,0,7,0.524661658384379,600.0,cap,CAP-G600-B600-e0.9,1050.0,600.0,0.9,3060.0,0.7569608970384594,42.4843319542832,213.3007097542286,True,26.923274428844373,0.5362071781276183,492.018390968442,788.1170456707478,0.0029039904030087,0.82003065161407,600.0,0
valid,0,1,5,0.7345263217381305,600.0,cap,CAP-G600-B600-e0.9,750.0,600.0,0.9,2220.0,0.8383663964029217,59.720305647433975,441.2418593466282,False,52.61621197849512,1.5767904362441183,507.1102857142687,1294.234606102109,0.009321648948609,0.8451838095237811,600.0,0
valid,0,2,4,0.9181579021726632,600.0,cap,CAP-G600-B600-e0.9,600.0,600.0,0.9,1800.0,0.75209698609826,61.22376494151422,490.5263593941927,False,96.38876094162458,3.1446409585855557,514.0292285680771,1627.816483721137,0.0261564878231507,0.8567153809467951,600.0,0
valid,0,0,7,0.524661658384379,600.0,fix,FIX-G600,3060.0,,0.0,3060.0,0.7569608970384594,42.4843319542832,213.3007097542286,True,26.923274428844373,0.5362071781276183,492.018390968442,788.1170456707478,0.0029039904030087,0.82003065161407,600.0,0
valid,0,1,5,0.7345263217381305,600.0,fix,FIX-G600,2220.0,,0.0,2220.0,0.8383663964029217,59.720305647433975,441.2418593466282,False,52.61621197849512,1.5767904362441183,507.1102857142687,1294.234606102109,0.009321648948609,0.8451838095237811,600.0,0
valid,0,2,4,0.9181579021726632,600.0,fix,FIX-G600,1800.0,,0.0,1800.0,0.75209698609826,61.22376494151422,490.5263593941927,False,96.38876094162458,3.1446409585855557,514.0292285680771,1627.816483721137,0.0261564878231507,0.8567153809467951,600.0,0
valid,0,0,7,0.524661658384379,1200.0,cap,CAP-G1200-B30-e0,52.5,30.0,0.0,7260.0,0.27684630603884947,15.537962941134563,71.31791223585606,True,39.53695888131829,0.8368469500573198,76.04159547388554,499.822431370616,0.2430153208470798,0.4463657595951352,170.3571428571429,0
