pool,original_swf_hour,valid,utilisation,arrivals,offered_work_ratio
all,1053.1047222222223,True,0.00011507936507936508,6,0.00011507936507936508
all,1054.1047222222223,True,0.00010119047619047618,6,0.0001011904761904762
all,1055.1047222222223,True,5.1587301587301586e-05,3,5.1587301587301586e-05
all,1056.1047222222223,True,0.0003650793650793651,16,0.0004166666666666667
all,1057.1047222222223,True,0.0003373015873015873,11,0.00028571428571428574
all,1058.1047222222223,True,0.00029365079365079364,11,0.00029365079365079364
all,1059.1047222222223,True,0.00018849206349206348,14,0.0001884920634920635
all,1060.1047222222223,True,0.0003511904761904762,11,0.0003511904761904762
all,1061.1047222222223,True,7.936507936507937e-05,5,7.936507936507937e-05
all,1062.1047222222223,True,0.0001111111111111111,6,0.00011111111111111112
all,1063.1047222222223,True,0.00015674603174603173,9,0.00015674603174603175
all,1064.1047222222223,True,0.00040674603174603173,15,0.00040674603174603173
all,1065.1047222222223,True,0.00010119047619047618,9,0.0001011904761904762
all,1066.1047222222223,True,0.00029563492063492064,11,0.00029563492063492064
all,1067.1047222222223,True,8.531746031746032e-05,6,8.531746031746032e-05
all,1068.1047222222223,True,0.0003015873015873016,11,0.0003015873015873016
all,1069.1047222222223,True,0.0001130952380952381,8,0.00011309523809523809
all,1070.1047222222223,True,0.00017261904761904762,7,0.00017261904761904762
all,1071.1047222222223,True,0.00015674603174603173,8,0.00015674603174603175
all,1072.1047222222223,True,0.0003214285714285714,12,0.0003214285714285714
all,1073.1047222222223,True,0.00016468253968253969,8,0.00016468253968253969
all,1074.1047222222223,True,0.0017261904761904762,10,0.0018115079365079365
all,1075.1047222222223,True,0.0002757936507936508,8,0.00019047619047619048
all,1076.1047222222223,True,0.00029563492063492064,10,0.00029563492063492064
all,1077.1047222222223,True,0.0001388888888888889,8,0.0001388888888888889
all,1078.1047222222223,True,0.00010515873015873015,6,0.00010515873015873016
all,1079.1047222222223,True,9.722222222222222e-05,7,9.722222222222222e-05
all,1080.1047222222223,True,0.00034325396825396823,11,0.00034325396825396823
all,1081.1047222222223,True,8.730158730158731e-05,6,8.73015873015873e-05
all,1082.1047222222223,True,0.0003611111111111111,12,0.0003611111111111111
all,1083.1047222222223,True,0.00012698412698412698,9,0.00012698412698412698
all,1084.1047222222223,True,0.00020634920634920634,10,0.00020634920634920634
all,1085.1047222222223,True,0.00014087301587301586,7,0.00014087301587301586
all,1086.1047222222223,True,0.0002698412698412698,10,0.0002698412698412698
all,1087.1047222222223,True,0.00018650793650793653,8,0.0001865079365079365
all,1088.1047222222223,True,0.00032936507936507937,12,0.00032936507936507937
all,1089.1047222222223,True,0.001142857142857143,6,0.001142857142857143
all,1090.1047222222223,True,0.00021428571428571427,10,0.00021428571428571427
all,1091.1047222222223,True,0.00010515873015873015,6,0.00010515873015873016
all,1092.1047222222223,True,0.000125,6,0.000125
all,1093.1047222222223,True,7.936507936507937e-05,6,7.936507936507937e-05
all,1094.1047222222223,True,8.134920634920635e-05,6,8.134920634920635e-05
all,1095.1047222222223,True,0.00016865079365079364,8,0.00016865079365079366
all,1096.1047222222223,True,0.0002718253968253968,12,0.0002718253968253968
all,1097.1047222222223,True,0.00021428571428571427,8,0.00021428571428571427
all,1098.1047222222223,True,0.0024305555555555556,12,0.004164682539682539
all,1099.1047222222223,True,0.0018650793650793651,7,0.00013095238095238096
all,1100.1047222222223,True,0.0002400793650793651,9,0.00024007936507936507
all,1101.1047222222223,True,0.000125,7,0.000125
all,1102.1047222222223,True,9.325396825396826e-05,5,9.325396825396825e-05
all,1103.1047222222223,True,0.001142857142857143,8,0.001142857142857143
all,1104.1047222222223,True,0.00016468253968253969,8,0.00016468253968253969
all,1105.1047222222223,True,8.333333333333333e-05,5,8.333333333333333e-05
all,1106.1047222222223,True,0.0001626984126984127,8,0.0001626984126984127
all,1107.1047222222223,True,0.00013095238095238096,9,0.00013095238095238096
all,1108.1047222222223,True,8.333333333333333e-05,5,8.333333333333333e-05
all,1109.1047222222223,True,0.00015674603174603173,8,0.00015674603174603175
