trace,reps,rho,metric,pair,d_gain,lo,hi,resolved,verdict,wait,wait_base,d_wait_pct
primary,"0,1",0.5,p99dl,SPJF-l2raw - SPJF-M4,-0.037183221144121315,-0.05352688807007108,-0.022058161958576863,True,SPJF-M4 better,11.908901695534595,11.397772194817682,4.48446847313998
primary,"0,1",0.5,p99dl,SPJF-gamma - SPJF-M4,-0.00992445088220284,-0.024832940535507348,0.004498550787282446,False,unresolved,11.533815012127327,11.397772194817682,1.193591299986687
primary,"0,1",0.5,p99dl,SPJF-hurdle - SPJF-M4,-0.018977308253899317,-0.03938057656123409,-0.002808578996309747,True,SPJF-M4 better,11.658729018270986,11.397772194817682,2.2895423683933194
primary,"0,1",0.5,p99dl,SPJF-q50 - SPJF-M4,-0.03699310372048514,-0.054222448700398294,-0.021350367706043025,True,SPJF-M4 better,11.906667365878953,11.397772194817682,4.46486525930615
primary,"0,1",0.5,p99dl,SPJF-q90 - SPJF-M4,-0.05582126809798327,-0.07200046753618612,-0.03917184897109289,True,SPJF-M4 better,12.165326948836464,11.397772194817682,6.734252456526307
primary,"0,1",0.5,p99dl,SPJF-q99 - SPJF-M4,-0.03173111486513569,-0.04880395876521131,-0.015462334254342628,True,SPJF-M4 better,11.834094461053706,11.397772194817682,3.8281364005012333
primary,"0,1",0.5,p99dl,SPJF-phv - SPJF-M4,-0.006083755246213962,-0.021616679668095592,0.0104692202005268,False,unresolved,11.481281471997647,11.397772194817682,0.7326807006893445
primary,"0,1",0.5,p99dl,SPJF-logvar - SPJF-M4,-0.01277664469824702,-0.022848691755367447,-0.0033689123832508013,True,SPJF-M4 better,11.573427475243882,11.397772194817682,1.5411369645207245
primary,"0,1",0.5,p99dl,2CLASS-FCFS-tau0.02 - SPJF-M4,-0.25472653862517236,-0.3261183547891653,-0.20958909935663023,True,SPJF-M4 better,14.900520175695622,11.397772194817682,30.731865148792526
primary,"0,1",0.5,p99dl,2CLASS-SPJF-tau0.02 - SPJF-M4,0.007383118665130306,-0.001124908719364001,0.01482539415089567,False,unresolved,11.295904530212301,11.397772194817682,-0.8937506634120823
primary,"0,1",0.5,p99dl,2CLASS-TWEEDIE-tau0.02 - SPJF-M4,-0.005384313888847081,-0.028371141163644788,0.01041022027055471,False,unresolved,11.471664927899837,11.397772194817682,0.64830856257816
primary,"0,1",0.5,p99dl,2CLASS-FCFS-tau0.05 - SPJF-M4,-0.21755203962980707,-0.29463770765469227,-0.17241204521578907,True,SPJF-M4 better,14.38908307440581,11.397772194817682,26.244697897613822
primary,"0,1",0.5,p99dl,2CLASS-SPJF-tau0.05 - SPJF-M4,-0.002606741629375242,-0.008791981073179056,0.0033801501190340835,False,unresolved,11.433717358857415,11.397772194817682,0.31537008658653737
primary,"0,1",0.5,p99dl,2CLASS-TWEEDIE-tau0.05 - SPJF-M4,-0.012523568950699393,-0.031256687274921126,-0.00024418105258715495,True,SPJF-M4 better,11.570427713543195,11.397772194817682,1.5148181221240382
primary,"0,1",0.5,p99dl,2CLASS-FCFS-tau0.1 - SPJF-M4,-0.19535545266014298,-0.2671994008804914,-0.1530543201018339,True,SPJF-M4 better,14.085622718930301,11.397772194817682,23.582244654220464
primary,"0,1",0.5,p99dl,2CLASS-SPJF-tau0.1 - SPJF-M4,0.004670406501428581,-0.0006735871326099818,0.0073671339574385075,False,unresolved,11.333856246248029,11.397772194817682,-0.5607758031759396
