design,k,n,L,max_excess,max_allowed,used_over_allowed
rel B0=0 eps=.5,2,7,3.0,0.0,8.333333333333334,0.0
rel B0=1 eps=1,2,7,3.0,0.0,14.0,0.0
qlen B0=0 gam=1,2,7,3.0,0.0,6.5,0.0
qlen B0=1 gam=.5 eps=.5,2,7,3.0,0.0,9.333333333333334,0.0
thresh B=1 th=1 N=2,2,7,3.0,0.0,7.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,7,3.0,0.0,14.5,0.0
cap B0=1 eps=1 Bmax=3,2,7,3.0,0.0,7.5,0.0
cap B0=1 eps=.5 Bmax=1,2,7,3.0,0.0,6.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,7,3.0,0.0,9.0,0.0
skip N=2 (work channel off),2,7,3.0,0.0,10.0,0.0
skip N=5 (work channel off),2,7,3.0,0.0,16.0,0.0
fixed B=0,3,4,3.0,0.0,7.0,0.0
fixed B=1,3,4,3.0,0.0,7.333333333333333,0.0
fixed B=4,3,4,3.0,0.0,8.333333333333334,0.0
rel B0=0 eps=.5,3,4,3.0,0.0,8.4,0.0
rel B0=1 eps=1,3,4,3.0,0.0,11.0,0.0
rel B0=0 eps=2,3,4,3.0,0.0,21.0,0.0
qlen B0=0 gam=1,3,4,3.0,0.0,7.666666666666667,0.0
qlen B0=1 gam=.5 eps=.5,3,4,3.0,0.0,9.2,0.0
thresh B=1 th=1 N=2,3,4,3.0,0.0,8.0,0.0
thresh B=0 th=.5 N=3 eps=1,3,4,3.0,0.0,11.25,0.0
cap B0=1 eps=1 Bmax=3,3,4,3.0,0.0,8.0,0.0
cap B0=0 eps=2 Bmax=2,3,4,3.0,0.0,7.666666666666667,0.0
cap B0=1 eps=.5 Bmax=1,3,4,3.0,0.0,7.333333333333333,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,4,3.0,0.0,9.0,0.0
skip N=2 (work channel off),3,4,3.0,0.0,9.666666666666666,0.0
skip N=5 (work channel off),3,4,3.0,0.0,13.666666666666666,0.0
fixed B=0,2,3,1.0,0.0,2.0,0.0
fixed B=1,2,3,1.0,0.0,2.5,0.0
fixed B=4,2,3,1.0,0.0,4.0,0.0
rel B0=0 eps=.5,2,3,1.0,0.0,2.6666666666666665,0.0
rel B0=1 eps=1,2,3,1.0,0.0,5.0,0.0
qlen B0=0 gam=1,2,3,1.0,0.0,2.5,0.0
qlen B0=1 gam=.5 eps=.5,2,3,1.0,0.0,3.6666666666666665,0.0
thresh B=1 th=1 N=2,2,3,1.0,0.0,3.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,3,1.0,0.0,5.5,0.0
cap B0=1 eps=1 Bmax=3,2,3,1.0,0.0,3.5,0.0
cap B0=1 eps=.5 Bmax=1,2,3,1.0,0.0,2.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,3,1.0,0.0,5.0,0.0
skip N=2 (work channel off),2,3,1.0,0.0,6.0,0.0
skip N=5 (work channel off),2,3,1.0,0.0,12.0,0.0
fixed B=0,2,3,3.0,0.0,6.0,0.0
fixed B=1,2,3,3.0,0.0,6.5,0.0
fixed B=4,2,3,3.0,0.0,8.0,0.0
rel B0=0 eps=.5,2,3,3.0,0.0,8.0,0.0
rel B0=1 eps=1,2,3,3.0,0.0,13.0,0.0
qlen B0=0 gam=1,2,3,3.0,0.0,6.5,0.0
qlen B0=1 gam=.5 eps=.5,2,3,3.0,0.0,9.0,0.0
thresh B=1 th=1 N=2,2,3,3.0,0.0,7.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,3,3.0,0.0,13.5,0.0
cap B0=1 eps=1 Bmax=3,2,3,3.0,0.0,7.5,0.0
cap B0=1 eps=.5 Bmax=1,2,3,3.0,0.0,6.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,3,3.0,0.0,9.0,0.0
skip N=2 (work channel off),2,3,3.0,0.0,10.0,0.0
skip N=5 (work channel off),2,3,3.0,0.0,16.0,0.0
fixed B=0,3,3,2.0,0.0,4.666666666666667,0.0
fixed B=1,3,3,2.0,0.0,5.0,0.0
fixed B=4,3,3,2.0,0.0,6.0,0.0
rel B0=0 eps=.5,3,3,2.0,0.0,5.6,0.0
rel B0=1 eps=1,3,3,2.0,0.0,7.5,0.0
rel B0=0 eps=2,3,3,2.0,0.0,14.0,0.0
qlen B0=0 gam=1,3,3,2.0,0.0,5.333333333333333,0.0
qlen B0=1 gam=.5 eps=.5,3,3,2.0,0.0,6.4,0.0
thresh B=1 th=1 N=2,3,3,2.0,0.0,5.666666666666667,0.0
thresh B=0 th=.5 N=3 eps=1,3,3,2.0,0.0,7.75,0.0
cap B0=1 eps=1 Bmax=3,3,3,2.0,0.0,5.666666666666667,0.0
cap B0=0 eps=2 Bmax=2,3,3,2.0,0.0,5.333333333333333,0.0
cap B0=1 eps=.5 Bmax=1,3,3,2.0,0.0,5.0,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,3,2.0,0.0,6.666666666666667,0.0
skip N=2 (work channel off),3,3,2.0,0.0,7.333333333333333,0.0
skip N=5 (work channel off),3,3,2.0,0.0,11.333333333333334,0.0
fixed B=0,3,3,3.0,0.0,7.0,0.0
fixed B=1,3,3,3.0,0.0,7.333333333333333,0.0
fixed B=4,3,3,3.0,0.0,8.333333333333334,0.0
rel B0=0 eps=.5,3,3,3.0,0.0,8.4,0.0
rel B0=1 eps=1,3,3,3.0,0.0,11.0,0.0
rel B0=0 eps=2,3,3,3.0,0.0,21.0,0.0
qlen B0=0 gam=1,3,3,3.0,0.0,7.333333333333333,0.0
qlen B0=1 gam=.5 eps=.5,3,3,3.0,0.0,9.0,0.0
thresh B=1 th=1 N=2,3,3,3.0,0.0,8.0,0.0
thresh B=0 th=.5 N=3 eps=1,3,3,3.0,0.0,11.25,0.0
cap B0=1 eps=1 Bmax=3,3,3,3.0,0.0,8.0,0.0
cap B0=0 eps=2 Bmax=2,3,3,3.0,0.0,7.666666666666667,0.0
cap B0=1 eps=.5 Bmax=1,3,3,3.0,0.0,7.333333333333333,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,3,3.0,0.0,9.0,0.0
skip N=2 (work channel off),3,3,3.0,0.0,9.666666666666666,0.0
skip N=5 (work channel off),3,3,3.0,0.0,13.666666666666666,0.0
fixed B=0,2,4,2.0,0.0,4.0,0.0
fixed B=1,2,4,2.0,0.0,4.5,0.0
fixed B=4,2,4,2.0,0.0,6.0,0.0
rel B0=0 eps=.5,2,4,2.0,0.0,5.333333333333333,0.0
rel B0=1 eps=1,2,4,2.0,0.0,9.0,0.0
qlen B0=0 gam=1,2,4,2.0,0.0,4.5,0.0
qlen B0=1 gam=.5 eps=.5,2,4,2.0,0.0,6.333333333333333,0.0
thresh B=1 th=1 N=2,2,4,2.0,0.0,5.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,4,2.0,0.0,9.5,0.0
cap B0=1 eps=1 Bmax=3,2,4,2.0,0.0,5.5,0.0
cap B0=1 eps=.5 Bmax=1,2,4,2.0,0.0,4.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,4,2.0,0.0,7.0,0.0
skip N=2 (work channel off),2,4,2.0,0.0,8.0,0.0
skip N=5 (work channel off),2,4,2.0,0.0,14.0,0.0
fixed B=0,2,4,3.0,0.0,6.0,0.0
fixed B=1,2,4,3.0,1.0,6.5,0.15384615384615385
fixed B=4,2,4,3.0,2.0,8.0,0.25
rel B0=0 eps=.5,2,4,3.0,0.0,8.666666666666666,0.0
rel B0=1 eps=1,2,4,3.0,2.0,15.0,0.15384615384615385
qlen B0=0 gam=1,2,4,3.0,0.0,7.0,0.0
qlen B0=1 gam=.5 eps=.5,2,4,3.0,2.0,10.0,0.23076923076923078
thresh B=1 th=1 N=2,2,4,3.0,2.0,7.5,0.26666666666666666
thresh B=0 th=.5 N=3 eps=1,2,4,3.0,0.0,15.5,0.0
cap B0=1 eps=1 Bmax=3,2,4,3.0,2.0,7.5,0.26666666666666666
cap B0=1 eps=.5 Bmax=1,2,4,3.0,1.0,6.5,0.15384615384615385
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,4,3.0,2.0,9.0,0.2222222222222222
skip N=2 (work channel off),2,4,3.0,2.0,10.0,0.2
skip N=5 (work channel off),2,4,3.0,2.0,16.0,0.125
fixed B=0,2,3,0.0,0.0,0.0,0.0
fixed B=1,2,3,0.0,0.0,0.5,0.0
fixed B=4,2,3,0.0,0.0,2.0,0.0
rel B0=0 eps=.5,2,3,0.0,0.0,0.0,0.0
rel B0=1 eps=1,2,3,0.0,0.0,1.0,0.0
qlen B0=0 gam=1,2,3,0.0,0.0,0.0,0.0
qlen B0=1 gam=.5 eps=.5,2,3,0.0,0.0,0.6666666666666666,0.0
thresh B=1 th=1 N=2,2,3,0.0,0.0,1.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,3,0.0,0.0,1.5,0.0
cap B0=1 eps=1 Bmax=3,2,3,0.0,0.0,1.0,0.0
cap B0=1 eps=.5 Bmax=1,2,3,0.0,0.0,0.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,3,0.0,0.0,3.0,0.0
skip N=2 (work channel off),2,3,0.0,0.0,4.0,0.0
skip N=5 (work channel off),2,3,0.0,0.0,10.0,0.0
fixed B=0,3,3,2.0,0.0,4.666666666666667,0.0
fixed B=1,3,3,2.0,0.0,5.0,0.0
fixed B=4,3,3,2.0,0.0,6.0,0.0
rel B0=0 eps=.5,3,3,2.0,0.0,5.6,0.0
rel B0=1 eps=1,3,3,2.0,0.0,7.5,0.0
rel B0=0 eps=2,3,3,2.0,0.0,14.0,0.0
qlen B0=0 gam=1,3,3,2.0,0.0,4.666666666666667,0.0
qlen B0=1 gam=.5 eps=.5,3,3,2.0,0.0,6.0,0.0
thresh B=1 th=1 N=2,3,3,2.0,0.0,5.666666666666667,0.0
thresh B=0 th=.5 N=3 eps=1,3,3,2.0,0.0,7.75,0.0
cap B0=1 eps=1 Bmax=3,3,3,2.0,0.0,5.666666666666667,0.0
cap B0=0 eps=2 Bmax=2,3,3,2.0,0.0,5.333333333333333,0.0
cap B0=1 eps=.5 Bmax=1,3,3,2.0,0.0,5.0,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,3,2.0,0.0,6.666666666666667,0.0
skip N=2 (work channel off),3,3,2.0,0.0,7.333333333333333,0.0
skip N=5 (work channel off),3,3,2.0,0.0,11.333333333333334,0.0
fixed B=0,2,3,3.0,0.0,6.0,0.0
fixed B=1,2,3,3.0,0.0,6.5,0.0
fixed B=4,2,3,3.0,0.0,8.0,0.0
rel B0=0 eps=.5,2,3,3.0,0.0,8.0,0.0
rel B0=1 eps=1,2,3,3.0,0.0,13.0,0.0
qlen B0=0 gam=1,2,3,3.0,0.0,6.0,0.0
qlen B0=1 gam=.5 eps=.5,2,3,3.0,0.0,8.666666666666666,0.0
thresh B=1 th=1 N=2,2,3,3.0,0.0,7.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,3,3.0,0.0,13.5,0.0
cap B0=1 eps=1 Bmax=3,2,3,3.0,0.0,7.5,0.0
cap B0=1 eps=.5 Bmax=1,2,3,3.0,0.0,6.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,3,3.0,0.0,9.0,0.0
skip N=2 (work channel off),2,3,3.0,0.0,10.0,0.0
skip N=5 (work channel off),2,3,3.0,0.0,16.0,0.0
fixed B=0,1,7,3.0,0.0,3.0,0.0
fixed B=1,1,7,3.0,0.0,4.0,0.0
fixed B=4,1,7,3.0,0.0,7.0,0.0
rel B0=0 eps=.5,1,7,3.0,0.0,8.0,0.0
qlen B0=0 gam=1,1,7,3.0,0.0,5.0,0.0
qlen B0=1 gam=.5 eps=.5,1,7,3.0,0.0,10.0,0.0
thresh B=1 th=1 N=2,1,7,3.0,0.0,6.0,0.0
cap B0=1 eps=.5 Bmax=1,1,7,3.0,0.0,4.0,0.0
skip N=2 (work channel off),1,7,3.0,0.0,11.0,0.0
skip N=5 (work channel off),1,7,3.0,0.0,23.0,0.0
fixed B=0,2,8,3.0,0.0,6.0,0.0
fixed B=1,2,8,3.0,2.0,6.5,0.3076923076923077
fixed B=4,2,8,3.0,2.0,8.0,0.25
rel B0=0 eps=.5,2,8,3.0,1.0,8.666666666666666,0.12
rel B0=1 eps=1,2,8,3.0,2.0,15.0,0.15384615384615385
qlen B0=0 gam=1,2,8,3.0,2.0,7.0,0.3076923076923077
qlen B0=1 gam=.5 eps=.5,2,8,3.0,2.0,9.666666666666666,0.2222222222222222
thresh B=1 th=1 N=2,2,8,3.0,2.0,7.5,0.26666666666666666
thresh B=0 th=.5 N=3 eps=1,2,8,3.0,1.0,15.5,0.06896551724137931
cap B0=1 eps=1 Bmax=3,2,8,3.0,2.0,7.5,0.26666666666666666
cap B0=1 eps=.5 Bmax=1,2,8,3.0,2.0,6.5,0.3076923076923077
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,8,3.0,2.0,9.0,0.2222222222222222
skip N=2 (work channel off),2,8,3.0,2.0,10.0,0.2
skip N=5 (work channel off),2,8,3.0,2.0,16.0,0.125
fixed B=0,2,3,0.0,0.0,0.0,0.0
fixed B=1,2,3,0.0,0.0,0.5,0.0
fixed B=4,2,3,0.0,0.0,2.0,0.0
rel B0=0 eps=.5,2,3,0.0,0.0,0.0,0.0
rel B0=1 eps=1,2,3,0.0,0.0,1.0,0.0
qlen B0=0 gam=1,2,3,0.0,0.0,0.5,0.0
qlen B0=1 gam=.5 eps=.5,2,3,0.0,0.0,1.0,0.0
thresh B=1 th=1 N=2,2,3,0.0,0.0,1.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,3,0.0,0.0,1.5,0.0
cap B0=1 eps=1 Bmax=3,2,3,0.0,0.0,1.0,0.0
cap B0=1 eps=.5 Bmax=1,2,3,0.0,0.0,0.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,3,0.0,0.0,3.0,0.0
skip N=2 (work channel off),2,3,0.0,0.0,4.0,0.0
skip N=5 (work channel off),2,3,0.0,0.0,10.0,0.0
fixed B=0,2,7,3.0,0.0,6.0,0.0
fixed B=1,2,7,3.0,1.0,6.5,0.15384615384615385
fixed B=4,2,7,3.0,1.0,8.0,0.125
rel B0=0 eps=.5,2,7,3.0,0.0,8.666666666666666,0.0
rel B0=1 eps=1,2,7,3.0,1.0,15.0,0.07692307692307693
qlen B0=0 gam=1,2,7,3.0,0.0,6.5,0.0
qlen B0=1 gam=.5 eps=.5,2,7,3.0,1.0,9.666666666666666,0.11538461538461539
thresh B=1 th=1 N=2,2,7,3.0,1.0,7.5,0.13333333333333333
thresh B=0 th=.5 N=3 eps=1,2,7,3.0,0.0,15.5,0.0
cap B0=1 eps=1 Bmax=3,2,7,3.0,1.0,7.5,0.13333333333333333
cap B0=1 eps=.5 Bmax=1,2,7,3.0,1.0,6.5,0.15384615384615385
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,7,3.0,1.0,9.0,0.1111111111111111
skip N=2 (work channel off),2,7,3.0,1.0,10.0,0.1
skip N=5 (work channel off),2,7,3.0,1.0,16.0,0.0625
fixed B=0,3,5,2.0,0.0,4.666666666666667,0.0
fixed B=1,3,5,2.0,0.0,5.0,0.0
fixed B=4,3,5,2.0,0.0,6.0,0.0
rel B0=0 eps=.5,3,5,2.0,0.0,5.6,0.0
rel B0=1 eps=1,3,5,2.0,0.0,7.5,0.0
rel B0=0 eps=2,3,5,2.0,0.0,14.0,0.0
qlen B0=0 gam=1,3,5,2.0,0.0,5.333333333333333,0.0
qlen B0=1 gam=.5 eps=.5,3,5,2.0,0.0,6.4,0.0
thresh B=1 th=1 N=2,3,5,2.0,0.0,5.666666666666667,0.0
thresh B=0 th=.5 N=3 eps=1,3,5,2.0,0.0,7.75,0.0
cap B0=1 eps=1 Bmax=3,3,5,2.0,0.0,5.666666666666667,0.0
cap B0=0 eps=2 Bmax=2,3,5,2.0,0.0,5.333333333333333,0.0
cap B0=1 eps=.5 Bmax=1,3,5,2.0,0.0,5.0,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,5,2.0,0.0,6.666666666666667,0.0
skip N=2 (work channel off),3,5,2.0,0.0,7.333333333333333,0.0
skip N=5 (work channel off),3,5,2.0,0.0,11.333333333333334,0.0
fixed B=0,1,9,3.0,0.0,3.0,0.0
fixed B=1,1,9,3.0,3.0,4.0,0.75
fixed B=4,1,9,3.0,6.0,7.0,0.8571428571428571
rel B0=0 eps=.5,1,9,3.0,3.0,14.0,0.42857142857142855
qlen B0=0 gam=1,1,9,3.0,3.0,6.0,0.75
qlen B0=1 gam=.5 eps=.5,1,9,3.0,6.0,20.0,0.6
thresh B=1 th=1 N=2,1,9,3.0,3.0,6.0,0.5
cap B0=1 eps=.5 Bmax=1,1,9,3.0,3.0,4.0,0.75
skip N=2 (work channel off),1,9,3.0,6.0,11.0,0.5454545454545454
skip N=5 (work channel off),1,9,3.0,13.0,23.0,0.5652173913043478
fixed B=0,1,4,3.0,0.0,3.0,0.0
fixed B=1,1,4,3.0,0.0,4.0,0.0
fixed B=4,1,4,3.0,0.0,7.0,0.0
rel B0=0 eps=.5,1,4,3.0,0.0,6.0,0.0
qlen B0=0 gam=1,1,4,3.0,0.0,4.0,0.0
qlen B0=1 gam=.5 eps=.5,1,4,3.0,0.0,9.0,0.0
thresh B=1 th=1 N=2,1,4,3.0,0.0,6.0,0.0
cap B0=1 eps=.5 Bmax=1,1,4,3.0,0.0,4.0,0.0
skip N=2 (work channel off),1,4,3.0,0.0,11.0,0.0
skip N=5 (work channel off),1,4,3.0,0.0,23.0,0.0
fixed B=0,1,8,3.0,0.0,3.0,0.0
fixed B=1,1,8,3.0,3.0,4.0,0.75
fixed B=4,1,8,3.0,6.0,7.0,0.8571428571428571
rel B0=0 eps=.5,1,8,3.0,3.0,11.0,0.3333333333333333
qlen B0=0 gam=1,1,8,3.0,3.0,6.0,0.6
qlen B0=1 gam=.5 eps=.5,1,8,3.0,3.0,17.0,0.375
thresh B=1 th=1 N=2,1,8,3.0,3.0,6.0,0.5
cap B0=1 eps=.5 Bmax=1,1,8,3.0,3.0,4.0,0.75
skip N=2 (work channel off),1,8,3.0,3.0,11.0,0.2727272727272727
skip N=5 (work channel off),1,8,3.0,9.0,23.0,0.391304347826087
fixed B=0,3,8,3.0,0.0,7.0,0.0
fixed B=1,3,8,3.0,0.0,7.333333333333333,0.0
fixed B=4,3,8,3.0,0.0,8.333333333333334,0.0
rel B0=0 eps=.5,3,8,3.0,0.0,8.4,0.0
rel B0=1 eps=1,3,8,3.0,0.0,11.0,0.0
rel B0=0 eps=2,3,8,3.0,0.0,21.0,0.0
qlen B0=0 gam=1,3,8,3.0,0.0,7.333333333333333,0.0
qlen B0=1 gam=.5 eps=.5,3,8,3.0,0.0,9.0,0.0
thresh B=1 th=1 N=2,3,8,3.0,0.0,8.0,0.0
thresh B=0 th=.5 N=3 eps=1,3,8,3.0,0.0,11.25,0.0
cap B0=1 eps=1 Bmax=3,3,8,3.0,0.0,8.0,0.0
cap B0=0 eps=2 Bmax=2,3,8,3.0,0.0,7.666666666666667,0.0
cap B0=1 eps=.5 Bmax=1,3,8,3.0,0.0,7.333333333333333,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,8,3.0,0.0,9.0,0.0
skip N=2 (work channel off),3,8,3.0,0.0,9.666666666666666,0.0
skip N=5 (work channel off),3,8,3.0,0.0,13.666666666666666,0.0
fixed B=0,3,9,2.0,0.0,4.666666666666667,0.0
fixed B=1,3,9,2.0,0.0,5.0,0.0
fixed B=4,3,9,2.0,0.0,6.0,0.0
rel B0=0 eps=.5,3,9,2.0,0.0,5.6,0.0
rel B0=1 eps=1,3,9,2.0,0.0,7.5,0.0
rel B0=0 eps=2,3,9,2.0,0.0,14.0,0.0
qlen B0=0 gam=1,3,9,2.0,0.0,5.333333333333333,0.0
qlen B0=1 gam=.5 eps=.5,3,9,2.0,0.0,6.4,0.0
thresh B=1 th=1 N=2,3,9,2.0,0.0,5.666666666666667,0.0
thresh B=0 th=.5 N=3 eps=1,3,9,2.0,0.0,7.75,0.0
cap B0=1 eps=1 Bmax=3,3,9,2.0,0.0,5.666666666666667,0.0
cap B0=0 eps=2 Bmax=2,3,9,2.0,0.0,5.333333333333333,0.0
cap B0=1 eps=.5 Bmax=1,3,9,2.0,0.0,5.0,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,9,2.0,0.0,6.666666666666667,0.0
skip N=2 (work channel off),3,9,2.0,0.0,7.333333333333333,0.0
skip N=5 (work channel off),3,9,2.0,0.0,11.333333333333334,0.0
fixed B=0,3,6,3.0,0.0,7.0,0.0
fixed B=1,3,6,3.0,0.0,7.333333333333333,0.0
fixed B=4,3,6,3.0,0.0,8.333333333333334,0.0
rel B0=0 eps=.5,3,6,3.0,0.0,8.4,0.0
rel B0=1 eps=1,3,6,3.0,0.0,11.0,0.0
rel B0=0 eps=2,3,6,3.0,0.0,21.0,0.0
qlen B0=0 gam=1,3,6,3.0,0.0,7.666666666666667,0.0
qlen B0=1 gam=.5 eps=.5,3,6,3.0,0.0,9.2,0.0
thresh B=1 th=1 N=2,3,6,3.0,0.0,8.0,0.0
thresh B=0 th=.5 N=3 eps=1,3,6,3.0,0.0,11.25,0.0
cap B0=1 eps=1 Bmax=3,3,6,3.0,0.0,8.0,0.0
cap B0=0 eps=2 Bmax=2,3,6,3.0,0.0,7.666666666666667,0.0
cap B0=1 eps=.5 Bmax=1,3,6,3.0,0.0,7.333333333333333,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,6,3.0,0.0,9.0,0.0
skip N=2 (work channel off),3,6,3.0,0.0,9.666666666666666,0.0
skip N=5 (work channel off),3,6,3.0,0.0,13.666666666666666,0.0
fixed B=0,2,6,3.0,0.0,6.0,0.0
fixed B=1,2,6,3.0,0.0,6.5,0.0
fixed B=4,2,6,3.0,0.0,8.0,0.0
rel B0=0 eps=.5,2,6,3.0,0.0,8.0,0.0
rel B0=1 eps=1,2,6,3.0,0.0,13.0,0.0
qlen B0=0 gam=1,2,6,3.0,0.0,6.5,0.0
qlen B0=1 gam=.5 eps=.5,2,6,3.0,0.0,9.0,0.0
thresh B=1 th=1 N=2,2,6,3.0,0.0,7.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,6,3.0,0.0,13.5,0.0
cap B0=1 eps=1 Bmax=3,2,6,3.0,0.0,7.5,0.0
cap B0=1 eps=.5 Bmax=1,2,6,3.0,0.0,6.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,6,3.0,0.0,9.0,0.0
skip N=2 (work channel off),2,6,3.0,0.0,10.0,0.0
skip N=5 (work channel off),2,6,3.0,0.0,16.0,0.0
fixed B=0,1,5,2.0,0.0,2.0,0.0
fixed B=1,1,5,2.0,2.0,3.0,0.6666666666666666
fixed B=4,1,5,2.0,2.0,6.0,0.3333333333333333
rel B0=0 eps=.5,1,5,2.0,0.0,5.0,0.0
qlen B0=0 gam=1,1,5,2.0,0.0,3.0,0.0
qlen B0=1 gam=.5 eps=.5,1,5,2.0,2.0,8.0,0.3333333333333333
thresh B=1 th=1 N=2,1,5,2.0,2.0,5.0,0.4
cap B0=1 eps=.5 Bmax=1,1,5,2.0,2.0,3.0,0.6666666666666666
skip N=2 (work channel off),1,5,2.0,2.0,10.0,0.2
skip N=5 (work channel off),1,5,2.0,2.0,22.0,0.09090909090909091
fixed B=0,2,5,3.0,0.0,6.0,0.0
fixed B=1,2,5,3.0,0.0,6.5,0.0
fixed B=4,2,5,3.0,0.0,8.0,0.0
rel B0=0 eps=.5,2,5,3.0,2.0,8.666666666666666,0.23076923076923078
rel B0=1 eps=1,2,5,3.0,0.0,15.0,0.0
qlen B0=0 gam=1,2,5,3.0,0.0,7.0,0.0
qlen B0=1 gam=.5 eps=.5,2,5,3.0,0.0,10.0,0.0
thresh B=1 th=1 N=2,2,5,3.0,0.0,7.5,0.0
thresh B=0 th=.5 N=3 eps=1,2,5,3.0,2.0,15.5,0.12903225806451613
cap B0=1 eps=1 Bmax=3,2,5,3.0,0.0,7.5,0.0
cap B0=1 eps=.5 Bmax=1,2,5,3.0,0.0,6.5,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,2,5,3.0,0.0,9.0,0.0
skip N=2 (work channel off),2,5,3.0,0.0,10.0,0.0
skip N=5 (work channel off),2,5,3.0,0.0,16.0,0.0
fixed B=0,3,4,3.0,0.0,7.0,0.0
fixed B=1,3,4,3.0,0.0,7.333333333333333,0.0
fixed B=4,3,4,3.0,0.0,8.333333333333334,0.0
rel B0=0 eps=.5,3,4,3.0,0.0,8.4,0.0
rel B0=1 eps=1,3,4,3.0,0.0,11.0,0.0
rel B0=0 eps=2,3,4,3.0,0.0,21.0,0.0
qlen B0=0 gam=1,3,4,3.0,0.0,7.333333333333333,0.0
qlen B0=1 gam=.5 eps=.5,3,4,3.0,0.0,9.0,0.0
thresh B=1 th=1 N=2,3,4,3.0,0.0,8.0,0.0
thresh B=0 th=.5 N=3 eps=1,3,4,3.0,0.0,11.25,0.0
cap B0=1 eps=1 Bmax=3,3,4,3.0,0.0,8.0,0.0
cap B0=0 eps=2 Bmax=2,3,4,3.0,0.0,7.666666666666667,0.0
cap B0=1 eps=.5 Bmax=1,3,4,3.0,0.0,7.333333333333333,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,4,3.0,0.0,9.0,0.0
skip N=2 (work channel off),3,4,3.0,0.0,9.666666666666666,0.0
skip N=5 (work channel off),3,4,3.0,0.0,13.666666666666666,0.0
fixed B=0,1,8,3.0,0.0,3.0,0.0
fixed B=1,1,8,3.0,0.0,4.0,0.0
fixed B=4,1,8,3.0,0.0,7.0,0.0
rel B0=0 eps=.5,1,8,3.0,1.0,11.0,0.14285714285714285
qlen B0=0 gam=1,1,8,3.0,0.0,8.0,0.0
qlen B0=1 gam=.5 eps=.5,1,8,3.0,0.0,17.0,0.0
thresh B=1 th=1 N=2,1,8,3.0,0.0,6.0,0.0
cap B0=1 eps=.5 Bmax=1,1,8,3.0,0.0,4.0,0.0
skip N=2 (work channel off),1,8,3.0,0.0,11.0,0.0
skip N=5 (work channel off),1,8,3.0,0.0,23.0,0.0
fixed B=0,3,4,3.0,0.0,7.0,0.0
fixed B=1,3,4,3.0,0.0,7.333333333333333,0.0
fixed B=4,3,4,3.0,0.0,8.333333333333334,0.0
rel B0=0 eps=.5,3,4,3.0,0.0,8.4,0.0
rel B0=1 eps=1,3,4,3.0,0.0,11.0,0.0
rel B0=0 eps=2,3,4,3.0,0.0,21.0,0.0
qlen B0=0 gam=1,3,4,3.0,0.0,7.333333333333333,0.0
qlen B0=1 gam=.5 eps=.5,3,4,3.0,0.0,9.0,0.0
thresh B=1 th=1 N=2,3,4,3.0,0.0,8.0,0.0
thresh B=0 th=.5 N=3 eps=1,3,4,3.0,0.0,11.25,0.0
cap B0=1 eps=1 Bmax=3,3,4,3.0,0.0,8.0,0.0
cap B0=0 eps=2 Bmax=2,3,4,3.0,0.0,7.666666666666667,0.0
cap B0=1 eps=.5 Bmax=1,3,4,3.0,0.0,7.333333333333333,0.0
cap+cnt B=1 e=1 th=1 N=2 Bm=4,3,4,3.0,0.0,9.0,0.0
skip N=2 (work channel off),3,4,3.0,0.0,9.666666666666666,0.0
skip N=5 (work channel off),3,4,3.0,0.0,13.666666666666666,0.0
fixed B=0,1,4,3.0,0.0,3.0,0.0
fixed B=1,1,4,3.0,0.0,4.0,0.0
fixed B=4,1,4,3.0,0.0,7.0,0.0
rel B0=0 eps=.5,1,4,3.0,0.0,10.0,0.0
