level,policy,k,guar_excess_max,guar_excess_at0,gap_p99dl,gap_mean,w_p99_dl,max_excess,max_excess_wf0,max_heavy,qw_forced_frac,used_over_allowed,bound_viol,P1,P2
1,REL-B120-e0.75,5,3791.458853021264,720.0,0.8395283321077848,0.8976241567444901,46.30537098944228,2322.06330023706,182.97923493385315,3095.08273537457,0.0040905289342299,0.8054323665150436,0,0,1
1,REL-B600-e0.75,5,4175.458853021264,1104.0,0.8524214382664042,0.9057858933615148,45.33166153877984,2317.269654240459,241.44427740573883,3090.2794420085847,0.0005300891104655,0.802570128322507,0,1,0
1,REL-B1800-e0.75,5,5135.458853021264,2064.0,0.8591419545756991,0.91073897457853,44.82411664128305,2336.7951856069267,241.44427740573883,3090.2792288586497,6.981719953057454e-05,0.8146256597292436,0,1,0
1,REL-B30-e0.9,5,10834.376559063792,1620.0,0.852467549892369,0.90680405557353,45.32817910984184,2666.806362330913,193.1074039079249,3090.281730934977,0.0016356542094824,0.6613006086303391,0,0,1
1,REL-B120-e0.9,5,11014.376559063792,1800.0,0.8566863958486638,0.9100759688930856,45.00956464037304,2944.4708100035787,241.44427740573883,3235.530924603343,0.000697618981082,0.6663327621877309,0,0,0
1,REL-B600-e0.9,5,11974.376559063792,2760.0,0.8600517134859468,0.9119430421381428,44.75541009083396,3055.119424015284,241.44427740573883,3346.7412490695715,2.9204822625096053e-05,0.6803117867004453,0,1,0
1,REL-B1800-e0.9,5,14374.376559063792,5160.0,0.8608730818443966,0.9126519880935672,44.69337894618516,3055.1175796054304,241.44427740573883,3346.7394046597183,0.0,0.492989917284373,0,1,1
1,FCFS,5,inf,inf,0.0,0.0,109.70798793956676,0.0,0.0,1022.8811564445496,1.0,,-1,0,0
1,SPJF,5,inf,inf,0.8608730818443966,0.9126519880935672,44.69337894618516,3055.1175796054304,241.44427740573883,3346.7394046597183,0.0,,-1,0,0
1,SJF-ref,5,inf,inf,1.0,1.0,34.18627589568497,2667.424100443721,774.8472412079573,3072.262211114168,0.0,,-1,0,0
2,FIX-B30,4,157.5,157.5,0.0048357998494529,0.1575096113502388,262.0552068941333,71.22712548077106,63.104912251234055,1550.3123656064272,0.7437504291091626,0.452235717338229,0,1,1
2,SKIP-N1,4,165.0,165.0,2.6626801388498847e-05,0.0047894821165755,263.1143764686772,58.50849914550781,58.50849914550781,1542.9814775437117,0.9380817840205272,0.3545969645182291,0,0,1
2,SKIP-N2,4,180.0,180.0,-2.0705278462021774e-05,0.0066018679881163,263.124800859394,66.36717246472836,58.50849914550781,1543.041204109788,0.935207393032148,0.3687065136929353,0,0,0
2,FIX-B120,4,180.0,180.0,0.0988614165525941,0.3058174105658638,241.34705781229067,101.6436267197132,85.53765822947025,1572.898124590516,0.5803798112055506,0.5646868151095178,0,1,0
2,SKIP-N5,4,225.0,225.0,-9.312277883924582e-05,0.0124424013532043,263.14075004905663,92.95624226331712,58.73112913966179,1543.0388995409012,0.9245442690507418,0.4131388545036316,0,0,0
2,FIX-B300,4,225.0,225.0,0.2068636243910203,0.4192091677340545,217.5607121385636,162.6616132855415,113.08033095300198,1617.9121061265469,0.4320802180007664,0.7229405034912957,0,1,0
2,SKIP-N10,4,300.0,300.0,0.0006247871567042,0.021721365327492,262.98263796754264,96.7786328792572,58.953759133815765,1543.4103508293629,0.909046183671541,0.3225954429308573,0,0,1
2,FIX-B600,4,300.0,300.0,0.428858440510362,0.5299585478428961,168.6686983577916,215.44501614570615,183.4069748967886,1692.948330745101,0.2966713617231797,0.7181500538190206,0,0,0
2,CAP-B30-e0.5-M600,4,300.0,300.0,0.4342534358110271,0.514502037043733,167.48050761893435,210.90768755599856,91.37659166753292,1692.8629368022084,0.3042733653181689,0.7030256251866619,0,0,0
2,CAP-B120-e0.5-M600,4,300.0,300.0,0.4459044321703327,0.5284921344472834,164.9144987160388,208.32938253879547,163.26347860693932,1692.947919756174,0.2972741840722165,0.6944312751293182,0,1,0
2,SKIP-N20,4,450.0,450.0,0.0005949783020656,0.0387580005639713,262.98920305296787,104.16826272010805,61.93105088174343,1543.896561473608,0.8839633734408506,0.2314850282669067,0,0,0
2,CAP-B30-e0.5-M1200,4,450.0,315.0,0.5958060722137228,0.6182428105265332,131.9002455957237,358.39246855676174,91.37659166753292,1842.831399783492,0.1711867262026197,0.7964277079039149,0,0,0
2,CAP-B120-e0.5-M1200,4,450.0,360.0,0.6242992015868609,0.6398879741868134,125.6249347649524,358.3628601282835,163.26347860693932,1842.8314276710155,0.1611787858776239,0.7963619113961855,0,0,0
2,CAP-B30-e0.75-M1200,4,450.0,450.0,0.6880017028747772,0.6478168001730972,111.59513161331436,374.51654371619225,171.73570320010185,1842.8311340287328,0.1591728048812611,0.8322589860359828,0,0,0
2,CAP-B120-e0.75-M1200,4,450.0,450.0,0.6988215326097994,0.6502963791822549,109.2121783815329,359.0577316880226,216.80934715271,1842.789439827204,0.156824943458748,0.797906070417828,0,0,0
